profile_id,chat_message,major,university,city,preferred_locations,skills,qualifications,interest,program_type,work_mode,preferred_roles,interview_preference,opportunity_id,company_name,program_name,opportunity_city,opportunity_program_type,opportunity_work_mode,opportunity_skills,opportunity_requirements,opportunity_role_cluster,interview_required,source_url,verified_opportunity,opportunity_inferred_role_cluster,opportunity_inferred_interests,opportunity_inferred_skills,opportunity_required_skills,opportunity_preferred_skills,major_fit_score,skill_match_score,role_interest_score,city_match_score,program_type_score,work_mode_score,verification_score,interview_score,target_score
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,11,Bank Albilad,Cooperative & Summer Training Program,Saudi Arabia,COOP,In person,ITSM; Networking Fundamentals; troubleshooting; ITIL,National ID copy; CV; university/school letter or latest transcript.,Network Engineering,Not stated,https://www.bankalbilad.com/en/about/pages/training.aspx,True,Network Security,Cybersecurity; Cloud / DevOps; FinTech; Software Development; Data Science,networking; network security; cybersecurity; linux; cloud; sql; python; api; data analysis,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis,1.0,0.7,0.6,0.5,0.0,0.7,1.0,0.5,70.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,12,Tamara,Tamara Builders Program,Riyadh,COOP,In person,Backlog management; discovery; prioritization; Agile/Scrum; stakeholder communication,Not stated (typical: CV; portfolio for design/engineering).,General Computing,Not stated,https://www.tamara.com/en-sa/careers/builders,True,Backend Engineering,FinTech; Software Development; Data Science; Cybersecurity,sql; python; api; cybersecurity; data analysis,python; apis; sql; git,docker; testing; cloud; rest apis,1.0,0.7,0.6,1.0,0.0,0.7,1.0,0.5,75.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,13,Bupa Arabia,Cooperative Training Program,Riyadh,COOP,In person,GRC; ITIL,Not stated (typical: CV; transcript; university letter).,General Computing,Not stated,https://careers.bupa.com.sa/ar/page/the-cooperative-training-program/,True,,,,,,1.0,0.0,0.0,1.0,0.0,0.7,1.0,0.5,52.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,14,Saudi Exports (Saudi Export Development Authority),COOP & Summer Training (FAQ-confirmed),Saudi Arabia,COOP,In person,ITIL,Not stated.,General Computing,Not stated,https://www.saudiexports.gov.sa/ar/FAQ/Pages/FAQ0054.aspx,True,,,,,,1.0,0.0,0.0,0.5,0.0,0.7,1.0,0.5,47.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,15,Local Content and Government Procurement Authority (LCGPA),COOP Training (role posting),Riyadh,COOP,In person,GRC; ITIL,Not listed in snippet.,General Computing,Not stated,https://careers.lcgpa.gov.sa/ar/saudi-arabia/jobs/%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D8%AA%D8%B9%D8%A7%D9%88%D9%86%D9%8A-%D8%AA%D8%AE%D8%B5%D8%B5-%D9%87%D9%86%D8%AF%D8%B3%D8%A9-%D8%B5%D9%86%D8%A7%D8%B9%D9%8A%D8%A9-1100067611/,True,,,,,,1.0,0.0,0.0,1.0,0.0,0.7,1.0,0.5,52.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,16,McKinsey & Company (Maqdira),Maqdira Fellowship Program,Riyadh,COOP,In person,Data analysis,"Not fully listed on overview page (typical: CV, transcript).",General Computing,Not stated,https://www.mckinsey.com/middle-east/the-maqdira-program/overview,True,,,,,,1.0,0.0,0.3,1.0,0.0,0.7,1.0,0.5,57.0
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,17,Boston Consulting Group (BCG),Visiting Associate Internship (Riyadh),Riyadh,COOP,In person,Analytical problem solving,CV/Resume; transcript; (cover letter often requested in consulting).,General Computing,Not stated,https://careers.bcg.com/locations/saudi-arabia/visiting-associate,True,Cybersecurity,Cybersecurity,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,1.0,0.0,0.0,1.0,0.0,0.7,1.0,0.5,52.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,18,Bain & Company,COOP Training Program (Riyadh),Riyadh,COOP,In person,case interview skills; Research,Resume/CV; cover letter; transcript (stated).,General Computing,Not stated,https://www.bain.com/careers/work-with-us/internships-programs/coop/,True,,,,,,1.0,0.0,0.0,1.0,0.0,0.7,1.0,0.5,52.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,19,Amazon Web Services (AWS),IT/Computer Hardware Internship (Intern-to-FTE Pathway),Riyadh,Internship,In person,Hardware troubleshooting; Networking Fundamentals; ticketing; Troubleshooting; ITIL; Linux; Networking,Not listed; typical Amazon application requires resume/CV.,Network Engineering,Not stated,https://www.amazon.jobs/en/jobs/3177637/information-technology-computer-hardware-internship-2026-intern-to-full-time-pathway-saudi-arabia-aws,True,Network Security,Cybersecurity; Cloud / DevOps,networking; network security; cybersecurity; linux; cloud,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,1.0,0.0,0.6,1.0,1.0,0.7,1.0,0.5,71.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,20,Amazon Web Services (AWS) - Associate Solutions Architect Intern,Associate Solutions Architect Intern (2026),Riyadh,Internship,In person,Networking Fundamentals; programming; System design basics; Cloud Computing; Networking; cloud computing; solutions architecture; AWS Well-Architected Framework; customer requirements analysis; presentation/communication,Resume/CV (typical).,Network Engineering,Not stated,https://amazon.jobs/en/jobs/3154195/associate-solutions-architect-intern-2026,True,Network Security,Cybersecurity; Cloud / DevOps,networking; network security; cybersecurity; linux; cloud; soc; siem; penetration testing; incident response; vulnerability assessment,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,1.0,0.0,0.6,1.0,1.0,0.7,1.0,0.5,71.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,21,Google (Saudi Arabia),Google Careers (Saudi location filter),Riyadh,Employee,Hybrid,Cloud Computing,Resume/CV (typical).,General Computing,Not stated,https://www.google.com/about/careers/applications/jobs/results?location=Saudi+Arabia,True,Network Security,Cybersecurity; Cloud / DevOps,networking; network security; cybersecurity; linux; cloud,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,1.0,0.0,0.3,1.0,0.0,1.0,1.0,0.5,58.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,22,BlackRock,Client & Product Summer Internship Programme (EMEA) - includes Riyadh,Riyadh,Internship,In person,dashboards; modeling; SQL; Data analysis,Resume/CV (typical).,Data Analytics,Not stated,https://careers.blackrock.com/en/job/london/2026-client-and-product-summer-internship-programme-emea/45831/83232695584,True,,,,,,1.0,0.5,0.3,1.0,1.0,0.7,1.0,0.5,77.0
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,23,noon,Student Internship,Riyadh,Internship,In person,Internship program; Arabic language,Not stated.,General Computing,Not stated,https://sa.linkedin.com/jobs/view/student-internship-at-noon-2649048882,True,,,,,,1.0,0.0,0.0,1.0,1.0,0.7,1.0,0.5,62.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,24,MOZN,Data Science Intern,Riyadh,Internship,In person,Machine Learning; Python; SQL; Power BI; Git; Docker; Data Visualization,Not stated,Data Science,Not stated,https://www.linkedin.com/jobs/view/4226034502/,True,AI / Machine Learning,Data Science; Data Engineering,python; sql; machine learning; data analysis,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; statistics; pandas; visualization,1.0,1.0,0.3,1.0,1.0,0.7,1.0,0.5,87.0
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,25,Elm,Elm Co-op Training Program (March 2026 Intake),Riyadh,COOP,In person,ITIL,Not stated,General Computing,Not stated,https://career.elm.sa/elm/job/Riyadh-Elm-Co-op-Training-Program-%28January-2026-Intake%29-Information-technology-Job/1329852857/,True,,,,,,1.0,0.0,0.0,1.0,0.0,0.7,1.0,0.5,52.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,26,Yasref,Yasref Cooperative Training Program,Not stated,COOP,In person,ITSM; Networking Fundamentals; troubleshooting; ITIL,Government ID; latest transcript; university letter with objectives & length; updated CV (stated).,Network Engineering,Not stated,https://career.yasref.com/en/page/coop-program/,True,Network Security,Cybersecurity; Cloud / DevOps,networking; network security; cybersecurity; linux; cloud,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,1.0,0.0,0.6,0.3,0.0,0.7,1.0,0.5,54.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,27,"Saudi Standards, Metrology and Quality Organization (SASO)",Cooperative Training (Collaborative Training),Riyadh,COOP,In person,ITSM; Networking Fundamentals; troubleshooting; ITIL,Not stated.,Network Engineering,Not stated,https://www.saso.gov.sa/en/qualitysign/info/pages/description.aspx,True,Network Security,Cybersecurity; Cloud / DevOps,networking; network security; cybersecurity; linux; cloud,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,1.0,0.0,0.6,1.0,0.0,0.7,1.0,0.5,61.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,28,"Zakat, Tax and Customs Authority (ZATCA)",Binaa-Alkafaat Program,Saudi Arabia,Graduate Program,In person,GRC; ITIL,Not stated on excerpt.,General Computing,Not stated,https://www.zatca.gov.sa/en/AboutUs/graduation-programs/Pages/Binaa-alkafaat.aspx,True,,,,,,1.0,0.0,0.0,0.5,0.0,0.7,1.0,0.5,47.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,29,Human Resources Development Fund (HRDF) – Cooperative Training Product,Cooperative Training (HRDF product),Saudi Arabia,COOP,Not stated,Not stated,Not stated.,General Computing,Not stated,https://www.hrdf.org.sa/products-and-services/programs/individuals/training/cooperative-training/,True,,,,,,0.0,0.0,0.0,0.5,0.0,0.3,1.0,0.5,10.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,30,EXPRO,COOP Training (Future Makers Program),Riyadh,COOP,In person,Not stated,Official university letter stating required training period (stated).,General Computing,Not stated,https://careers.expro.gov.sa/job/Riyadh-COOP-Training-Industrial-Engineering-Job-Al-R-12382-66/856977623/,True,,,,,,1.0,0.0,0.0,1.0,0.0,0.7,1.0,0.5,52.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,31,Ministry of Industry and Mineral Resources (MIM) – Cooperative Training Initiative,Cooperative Training Initiative,Saudi Arabia,COOP,Not stated,Not stated,Not stated,General Computing,Not stated,https://www.mim.gov.sa/empower-training/cooperative-training,True,,,,,,0.0,0.0,0.0,0.5,0.0,0.3,1.0,0.5,10.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,32,TBC (The Beauty Company),Cooperative Training Program,Saudi Arabia,COOP,In person,Not stated,Not stated,General Computing,Not stated,https://tbc.sa/ar/Cooperative-Training-Program,True,,,,,,1.0,0.0,0.0,0.5,0.0,0.7,1.0,0.5,47.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,33,National Center for Vegetation Cover Development & Combating Desertification (NCVC),COOP Training Program,Riyadh,COOP,In person,Not stated,University letter stating period and COOP requirement; academic record; CV (stated).,General Computing,Not stated,https://ncvc.gov.sa/ar/Pages/COOP-Training.aspx,True,,,,,,1.0,0.0,0.0,1.0,0.0,0.7,1.0,0.5,52.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,34,Saudi Power Procurement Company (SPPC),Future Power – COOP Training Program,Riyadh,COOP,In person,MS Office; ITIL,English proficiency; Microsoft Office; communication skills (see posting).,General Computing,Not stated,https://careers.spb.com.sa/en/saudi-arabia/jobs/future-power-coop-training-program-1100067416/,True,,,,,,1.0,0.0,0.0,1.0,0.0,0.7,1.0,0.5,52.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,35,TBC (Tatweer Building Company),Cooperative Training Program,Riyadh,COOP,In person,reporting; ITIL,Apply via COOP program page; limited seats; Saudi students excelling at universities (see program page).,General Computing,Not stated,https://tbc.sa/en/Cooperative-training-program,True,,,,,,1.0,0.0,0.0,1.0,0.0,0.7,1.0,0.5,52.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,36,PwC Middle East (Assurance COOP & Summer Internship Programme 2026),"Assurance, COOP and Summer Internship Programme 2026 – Middle East",Riyadh,COOP,In person,communication (varies by role); GRC; Data analysis; Excel,Final semester (COOP) / final year (summer internship) per posting.,General Computing,Not stated,https://careers.pwc.com/job/Riyadh-Assurance%2C-COOP-and-Summer-Internship-Programme-2026-Middle-East-Riya/1268226801/,True,,,,,,1.0,0.0,0.3,1.0,0.0,0.7,1.0,0.5,57.0
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,37,KAPSARC,Intern (Coop- Trainee),Riyadh,COOP,In person,analytics; Research support; Data analysis; ITIL,Final-year undergraduate; minimum GPA 3.4; eligible fields include Computer Science/Software Engineering (per KAPSARC page).,Software Engineering,Not stated,https://www.kapsarc.org/ar/careers/open-positions/intern-coop-trainee/,True,AI / Machine Learning,Data Science; Data Engineering; Software Development,python; sql; machine learning; data analysis; api; git,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,1.0,0.7,0.6,1.0,0.0,0.7,1.0,0.5,75.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,38,BSF (Banque Saudi Fransi),COOP / Internship,Jeddah,COOP,In person,MS Office; problem-solving; ITIL; Cybersecurity Fundamentals,Saudi; senior undergraduate; GPA>=3.0/4; COOP request letter; transcript; CV; COOP >=16 weeks (per posting).,Cybersecurity,Not stated,https://www.bsfcareers.sa/ar/saudi-arabia/jobs/coop-internship-1100048756/,True,Cybersecurity,Cybersecurity,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,1.0,0.0,0.0,0.0,0.0,0.7,1.0,0.5,42.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,39,Saudi Food & Drug Authority (SFDA),COOP training (First semester 2025-2026 intake),Saudi Arabia,COOP,In person,ITIL; Cybersecurity Fundamentals,Apply to SFDA COOP training intake (fields of authority).,Cybersecurity,Not stated,https://careers.sfda.gov.sa/en/saudi-arabia/jobs/%25D8%25A7%25D9%2584%25D8%25AA%25D8%25AF%25D8%25B1%25D9%258A%25D8%25A8-%25D8%25A7%25D9%2584%25D8%25AA%25D8%25B9%25D8%25A7%25D9%2588%25D9%2586%25D9%258A-%25D9%2584%25D9%2584%25D9%2581%25D8%25B5%25D9%2584-%25D8%25A7%25D9%2584%25D8%25AF%25D8%25B1%25D8%25A7%25D8%25B3%25D9%258A-%25D8%25A7%25D9%2584%25D8%25A3%25D9%2588%25D9%2584-%25D9%2585%25D9%2586-%25D8%25A7%25D9%2584%25D8%25B9%25D8%25A7%25D9%2585-2025-2026-coop-training-1100069821/,True,Cybersecurity,Cybersecurity,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,1.0,0.0,0.0,0.5,0.0,0.7,1.0,0.5,47.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,40,Saudi Power Procurement Company (SPPC) – Future Power (Business Admin COOP),Future Power – Business Administration COOP Training Program,Riyadh,COOP,In person,MS Office; ITIL; GRC,Final academic year; GPA >=2.5/4 or 3.5/5; Arabic & English; valid COOP request (per posting).,General Computing,Not stated,https://careers.spb.com.sa/ar/saudi-arabia/jobs/future-power-business-administration-coop-training-program-1100075369/,True,,,,,,1.0,0.0,0.0,1.0,0.0,0.7,1.0,0.5,52.5
cs-iau-backend,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,IAU,Riyadh,Riyadh; Dammam,python; sql,,,Internship,Hybrid,Backend Developer,,41,Bank Albilad,Cooperative and Summer Training Program,Riyadh,COOP,In person,ITIL; Cybersecurity Fundamentals,Saudi national; GPA > 2.5/4 or 3/5; COOP required for graduation (per page).,Cybersecurity,Not stated,https://www.bankalbilad.com.sa/en/about/pages/training.aspx,True,Cybersecurity,Cybersecurity; FinTech; Software Development; Data Science,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking; sql; python; api; data analysis,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,1.0,0.7,0.0,1.0,0.0,0.7,1.0,0.5,66.5
